新书《诸天之百味人生》已发布，求兄弟们推荐、收藏。: https://www.xbiquge.bz/book/35068/40706432.html
完本感言: https://www.xbiquge.bz/book/35068/40706431.html
第二百九十八章 功成《长生诀》（二合一）: https://www.xbiquge.bz/book/35068/26006838.html
第二百九十九章 寻宝公司（二合一）: https://www.xbiquge.bz/book/35068/26036895.html
第三百章 第一单生意（为‘狐白小米’兄弟加更）: https://www.xbiquge.bz/book/35068/26045753.html
第三百零一章 杰克与劳拉（二合一）: https://www.xbiquge.bz/book/35068/26251924.html
第三百零二章 你会祈祷吗？（二合一）: https://www.xbiquge.bz/book/35068/26251926.html
第三百零三章 返程遇袭（二合一）: https://www.xbiquge.bz/book/35068/26283033.html
第三百零四章 同喜同喜（二合一）: https://www.xbiquge.bz/book/35068/26326650.html
第三百零五章 专业团队（为‘松王’兄弟加更！）: https://www.xbiquge.bz/book/35068/26329757.html
第三百零六章 快乐旅途（二合一）: https://www.xbiquge.bz/book/35068/26347723.html
第三百零七章 骚浪的战斗（二合一）: https://www.xbiquge.bz/book/35068/26364194.html
第三百零八章 那你就没有机会了（二合一）: https://www.xbiquge.bz/book/35068/26378299.html
第三百零九章 唯一真神？（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/26384658.html
第三百一十章 你需要引到（二合一）: https://www.xbiquge.bz/book/35068/26407920.html
第三百一十一章 全面发展，剧情开始（二合一）: https://www.xbiquge.bz/book/35068/26435202.html
第三百一十二章 这东西我要了（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/26440926.html
第三百一十三章 世界人民发来贺电（二合一）: https://www.xbiquge.bz/book/35068/26471361.html
第三百一十四章 名字起的嚣张了一些（二合一）: https://www.xbiquge.bz/book/35068/26514556.html
第三百一十五章 彼岸花开（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/26519930.html
第三百一十六章 亡灵天灾，真实不虚（二合一）: https://www.xbiquge.bz/book/35068/26543860.html
第三百一十七章 血祭！（二合一）: https://www.xbiquge.bz/book/35068/26560577.html
第三百一十八章 耶律质古（二合一）: https://www.xbiquge.bz/book/35068/26644584.html
第三百一十九章 意不意外，惊不惊喜（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/26646186.html
第三百二十章 魂归草原+憋屈的穿越者（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/26666861.html
第三百二十一章 古墓丽影（二合一）: https://www.xbiquge.bz/book/35068/26690595.html
第三百二十二章 神光三角（二合一）: https://www.xbiquge.bz/book/35068/26701882.html
第三百二十三章 正面刚（二合一）: https://www.xbiquge.bz/book/35068/26726470.html
第三百二十四章 目标与追求（为‘斗破吓疯0’兄弟加更）: https://www.xbiquge.bz/book/35068/26739696.html
第三百二十五章 劳拉·黄（二合一）: https://www.xbiquge.bz/book/35068/26806136.html
第三百二十六章 上帝武装（二合一）: https://www.xbiquge.bz/book/35068/26822582.html
第三百二十七章 那是布达拉宫吗？（二合一）: https://www.xbiquge.bz/book/35068/26834780.html
第三百二十八章 沙姆巴拉（二合一）: https://www.xbiquge.bz/book/35068/26847438.html
第三百二十九章 《十三种不越外围之金法》（二合一）: https://www.xbiquge.bz/book/35068/26861400.html
第三百三十章 许你一桩机缘（二合一）: https://www.xbiquge.bz/book/35068/26878930.html
第三百三十一章 终斩老妖（二合一）: https://www.xbiquge.bz/book/35068/26881555.html
第三百三十二章 九星连珠（二合一）: https://www.xbiquge.bz/book/35068/26903346.html
第三百三十三章 时间之力（二合一）: https://www.xbiquge.bz/book/35068/27044027.html
第三百三十四章 老子：我没说过这话！（二合一）: https://www.xbiquge.bz/book/35068/27055322.html
第三百三十五章 收获良多，参悟时间之力（二合一）: https://www.xbiquge.bz/book/35068/27067180.html
第三百三十六章 炸药在哪呢？（为‘狐白小米’兄弟加更）: https://www.xbiquge.bz/book/35068/27071950.html
第三百三十七章 始皇帝（二合一）: https://www.xbiquge.bz/book/35068/27083111.html
第三百三十八掌 遇刺（二合一）: https://www.xbiquge.bz/book/35068/27095359.html
第三百三十九掌 要让你魂飞魄散！（二合一）: https://www.xbiquge.bz/book/35068/27112862.html
第三百四十章 秋珊的电话！（二合一）: https://www.xbiquge.bz/book/35068/27123978.html
第三百四十一章 暴怒的黄少宏（二合一）: https://www.xbiquge.bz/book/35068/27141082.html
第三百四十二章 快意恩仇（二合一）: https://www.xbiquge.bz/book/35068/27162966.html
第三百四十三章 后悔了！（为‘听涛劈浪’兄弟加更！）: https://www.xbiquge.bz/book/35068/27163673.html
第三百四十四章 新宠与进入新世界（二合一）: https://www.xbiquge.bz/book/35068/27174752.html
第三百四十五章 我是谁，我在哪？（二合一）: https://www.xbiquge.bz/book/35068/27189861.html
第三百四十六章 尼克弗瑞？？？（为‘终极帝皇侠lhx’兄弟加更！）: https://www.xbiquge.bz/book/35068/27189919.html
第三百四十七章 蜜月之地，骷髅岛（二合一）: https://www.xbiquge.bz/book/35068/27202377.html
第三百四十八章 主演登场（二合一）: https://www.xbiquge.bz/book/35068/27224628.html
第三百四十九章 一力降十会的金刚！: https://www.xbiquge.bz/book/35068/27244148.html
第三百五十章 这个狼人太水了！（二合一）: https://www.xbiquge.bz/book/35068/27258360.html
第三百五十一章 哥带你去打金刚！（为‘斗破吓疯0’兄弟加更！）: https://www.xbiquge.bz/book/35068/27277779.html
第三百五十二章 无敌的‘亡灵天灾’（二合一）: https://www.xbiquge.bz/book/35068/27290859.html
第三百五十三章 离岛与帕卡德的推荐（二合一）: https://www.xbiquge.bz/book/35068/27306748.html
第三百五十四章 剑齿虎的敌意！（二合一）: https://www.xbiquge.bz/book/35068/27325203.html
第三百五十五章 变种人小队（二合一）: https://www.xbiquge.bz/book/35068/27325204.html
第三百五十六章 抓‘罗根’回基地！（二合一）: https://www.xbiquge.bz/book/35068/27357020.html
第三百五十七章 X武器计划！（二合一）: https://www.xbiquge.bz/book/35068/27369569.html
第三百五十八章 命运要掌握在自己手里（二合一）: https://www.xbiquge.bz/book/35068/27382456.html
第三百五十九章 收服变种人小队，行动开始（二合一）: https://www.xbiquge.bz/book/35068/27399284.html
第三百六十章 建立变种人国度的设想（二合一）: https://www.xbiquge.bz/book/35068/27423641.html
第三百六十一章 逆转未来？（二合一）: https://www.xbiquge.bz/book/35068/27444421.html
第三百六十二章 成了未来世界大BOSS(二合一）: https://www.xbiquge.bz/book/35068/27465576.html
第三百六十三章 no zuo no die的餐厅经理: https://www.xbiquge.bz/book/35068/27505261.html
第三百六十四章 勾心斗角的队伍（二合一）: https://www.xbiquge.bz/book/35068/27535670.html
第三百六十五章 死的老惨了（为‘08a’兄弟加更）: https://www.xbiquge.bz/book/35068/27581072.html
第三百六十六章 白骨流珠（二合一）: https://www.xbiquge.bz/book/35068/27623516.html
第三百六十七章 萨满传承与新世界（二合一）: https://www.xbiquge.bz/book/35068/27641173.html
第三百六十八章 就是这么诚实（二合一）: https://www.xbiquge.bz/book/35068/27673411.html
第三百六十九章 坑赵志敬: https://www.xbiquge.bz/book/35068/27699127.html
第三百七十章 打劫藏经阁: https://www.xbiquge.bz/book/35068/27744754.html
第三百七十一章 反出重阳宫: https://www.xbiquge.bz/book/35068/27808230.html
第三百七十二章 天罡北斗阵: https://www.xbiquge.bz/book/35068/27819350.html
第三百七十三章 腹黑重阳，活死人墓（二合一）: https://www.xbiquge.bz/book/35068/27832264.html
第三百七十四章 老子也不是那种人！: https://www.xbiquge.bz/book/35068/27856630.html
第三百七十五章 招魂秘术: https://www.xbiquge.bz/book/35068/27871140.html
第三百七十六章 古墓闭关: https://www.xbiquge.bz/book/35068/27887054.html
第三百七十七章 敢不敢换一招？: https://www.xbiquge.bz/book/35068/27887055.html
第三百七十八章 师太，你就从了老衲吧！: https://www.xbiquge.bz/book/35068/27936845.html
第三百七十九章 暴打李莫愁: https://www.xbiquge.bz/book/35068/27961982.html
第三百八十章 给脸不要，自取其辱: https://www.xbiquge.bz/book/35068/28008098.html
第三百八十一章 收了个大丫鬟: https://www.xbiquge.bz/book/35068/28040317.html
第三百八十二章 念诗的尹志平: https://www.xbiquge.bz/book/35068/28070528.html
第三百八十三章 西毒现身与神秘种族（为08a兄弟万赏加更）: https://www.xbiquge.bz/book/35068/28116060.html
第三百八十四章 化解恩怨: https://www.xbiquge.bz/book/35068/28144637.html
第三百八十五章 搞事情的李莫愁: https://www.xbiquge.bz/book/35068/28180351.html
第三百八十六章 知错了！(为‘斗破吓疯0’兄弟加更！）: https://www.xbiquge.bz/book/35068/28224509.html
第三百八十七章 响亮的名号: https://www.xbiquge.bz/book/35068/28224510.html
第三百八十八章 仙子霸道，七公现身: https://www.xbiquge.bz/book/35068/28268942.html
第三百八十九章 天下汉民应该感谢的人: https://www.xbiquge.bz/book/35068/28287768.html
第三百九十章 醉酒: https://www.xbiquge.bz/book/35068/28303619.html
第三百九十一章 不如为我所用: https://www.xbiquge.bz/book/35068/28315343.html
第三百九十二章 长点记性: https://www.xbiquge.bz/book/35068/28325373.html
第三百九十三章 古怪的黄药师: https://www.xbiquge.bz/book/35068/28337320.html
第三百九十四章 剑冢惊变: https://www.xbiquge.bz/book/35068/28351240.html
第三百九十五章 不管你是谁，你都死定了: https://www.xbiquge.bz/book/35068/28368987.html
第三百九十六章 要玩就玩把大的: https://www.xbiquge.bz/book/35068/28381032.html
第三百九十七章 黄少宏的阳谋，降龙入手: https://www.xbiquge.bz/book/35068/28396496.html
第三百九十八 秒杀，英雄大宴: https://www.xbiquge.bz/book/35068/28412484.html
第三百九十九章 医者父母心: https://www.xbiquge.bz/book/35068/28424175.html
第四百章 可以用暗器吗？: https://www.xbiquge.bz/book/35068/28435919.html
第四百零一章 我让你跪下！: https://www.xbiquge.bz/book/35068/28446945.html
第四百零二章 约战襄阳: https://www.xbiquge.bz/book/35068/28459564.html
第四百零三章 武林盟主与战前动员: https://www.xbiquge.bz/book/35068/28471278.html
第四百零四章 坐实身份，闯少林: https://www.xbiquge.bz/book/35068/28483073.html
第四百零五章 死不足惜: https://www.xbiquge.bz/book/35068/28494089.html
第四百零六章 决战之时！: https://www.xbiquge.bz/book/35068/28506346.html
第四百零七章 酣战！: https://www.xbiquge.bz/book/35068/28522745.html
第四百零八章 终于搞定: https://www.xbiquge.bz/book/35068/28537820.html
第四百零九章 杀杀杀！: https://www.xbiquge.bz/book/35068/28578968.html
第四百一十章 登基为帝（为‘松王’兄弟加更！）: https://www.xbiquge.bz/book/35068/28592148.html
第四百一十一章 都是高手: https://www.xbiquge.bz/book/35068/28605435.html
第四百一十二章 御赐乳名: https://www.xbiquge.bz/book/35068/28637436.html
第四百一十三章 郭府出事！: https://www.xbiquge.bz/book/35068/28655734.html
第四百一十四章 我可不是鄙视你们: https://www.xbiquge.bz/book/35068/28670570.html
第四百一十五章 战慕容（为‘书虫壹壹零号’兄弟加更）: https://www.xbiquge.bz/book/35068/28683255.html
第四百一十六章 决战前夕: https://www.xbiquge.bz/book/35068/28704863.html
第四百一十七章 乾坤大成，双喜临门: https://www.xbiquge.bz/book/35068/28717055.html
第四百一十八章 系统主意识: https://www.xbiquge.bz/book/35068/28729027.html
第四百一十九章 以救世之名......: https://www.xbiquge.bz/book/35068/28740854.html
第四百二十章 是不是被弹肿了？（为‘终极帝皇侠lhx’兄弟加更！）: https://www.xbiquge.bz/book/35068/28753138.html
第四百二十一章 兵贵神速，蒙古成为历史: https://www.xbiquge.bz/book/35068/28764762.html
第四百二十二章 神雕事毕，返回现实: https://www.xbiquge.bz/book/35068/28788757.html
第四百二十三章 上帝基因？: https://www.xbiquge.bz/book/35068/28814090.html
第四百二十四章 萨满技能：复生: https://www.xbiquge.bz/book/35068/28856790.html
第四百二十五章 李梓涵的麻烦: https://www.xbiquge.bz/book/35068/28897189.html
第四百二十六章 黄少宏的职业: https://www.xbiquge.bz/book/35068/28916345.html
第四百二十七章 我反对！: https://www.xbiquge.bz/book/35068/28949251.html
第四百二十八章 （为08a兄弟加更）: https://www.xbiquge.bz/book/35068/28949376.html
第四百二十九章 创业与新世界: https://www.xbiquge.bz/book/35068/28976895.html
第四百三十章 正义市民黄先生: https://www.xbiquge.bz/book/35068/28988574.html
第四百三十一章 狼人之王: https://www.xbiquge.bz/book/35068/29003415.html
第四百三十二章 我缺一个宠物，你有兴趣吗？: https://www.xbiquge.bz/book/35068/29014987.html
第四百三十三章 我要成为这世界唯一的王者: https://www.xbiquge.bz/book/35068/29025956.html
第四百三十四章 顺者昌，逆者亡: https://www.xbiquge.bz/book/35068/29030439.html
第四百三十五章 四翼大长老: https://www.xbiquge.bz/book/35068/29043316.html
第四百三十六章 收服血族: https://www.xbiquge.bz/book/35068/29054176.html
第四百三十七章 长生是种资源: https://www.xbiquge.bz/book/35068/29064687.html
第四百三十八章 亚历山大·柯文纳斯: https://www.xbiquge.bz/book/35068/29079478.html
第四百三十九章 就好像谁没有宠物似的: https://www.xbiquge.bz/book/35068/29091926.html
第四百四十章 小意外: https://www.xbiquge.bz/book/35068/29102504.html
第四百四十一章 负责任与蛋脆: https://www.xbiquge.bz/book/35068/29133459.html
第四百四十二章 黄少宏的动作与活体实验: https://www.xbiquge.bz/book/35068/29152495.html
第四百四十三章 长生不老（为08a兄弟加更）: https://www.xbiquge.bz/book/35068/29166180.html
第四百四十四章 机甲与沐浴龙血: https://www.xbiquge.bz/book/35068/29193546.html
第四百四十五章 身体强化，互相报复: https://www.xbiquge.bz/book/35068/29204966.html
第四百四十六章 冤家路窄之反杀: https://www.xbiquge.bz/book/35068/29219991.html
第四百四十七章 跳大神听说过没有？: https://www.xbiquge.bz/book/35068/29231022.html
第四百四十八章 这就是跳大神！（为‘书虫壹壹零号’兄弟加更！）: https://www.xbiquge.bz/book/35068/29240833.html
第四百四十九章 搞笑的渣康: https://www.xbiquge.bz/book/35068/29255353.html
第四百五十章 交易: https://www.xbiquge.bz/book/35068/29263347.html
第四百五十一章 准备动手: https://www.xbiquge.bz/book/35068/29275430.html
第四百五十二章 加百列: https://www.xbiquge.bz/book/35068/29326326.html
第四百五十三章 暴强的天使: https://www.xbiquge.bz/book/35068/29407453.html
第四百五十四章 初跪，我要报复: https://www.xbiquge.bz/book/35068/29432545.html
第四百五十五章 强尼·布雷泽: https://www.xbiquge.bz/book/35068/29443186.html
第四百五十六章 卖队友说的这么光明正大吗？: https://www.xbiquge.bz/book/35068/29452542.html
第四百五十七章 都是晚餐！: https://www.xbiquge.bz/book/35068/29463221.html
第四百五十八章 召唤撒旦: https://www.xbiquge.bz/book/35068/29473044.html
第四百五十九章 路西法与墨菲斯托: https://www.xbiquge.bz/book/35068/29487193.html
第四百六十章 黄少宏的杀手锏: https://www.xbiquge.bz/book/35068/29494370.html
第四百六十一章 武道先天: https://www.xbiquge.bz/book/35068/29502437.html
第四百六十二章 令黄少宏抓狂的惊喜: https://www.xbiquge.bz/book/35068/29510106.html
第四百六十三章 挑明与开启新世界: https://www.xbiquge.bz/book/35068/29521995.html
第四百六十四章 山神庙中: https://www.xbiquge.bz/book/35068/29531161.html
第四百六十五章 古庙巨鼠: https://www.xbiquge.bz/book/35068/29551047.html
第四百六十六章 赞美你！（为‘书虫壹壹零号’兄弟加更！）: https://www.xbiquge.bz/book/35068/29561285.html
第四百六十七章 山神所托: https://www.xbiquge.bz/book/35068/29579771.html
第四百六十八章 下品仙器斗树妖（为‘斗破吓疯0’兄弟加更！）: https://www.xbiquge.bz/book/35068/29588715.html
第四百六十九章 赔钱吧！: https://www.xbiquge.bz/book/35068/29602621.html
第四百七十章 神灵投影: https://www.xbiquge.bz/book/35068/29611927.html
第四百七十一章 ‘学友哥’的前世今生: https://www.xbiquge.bz/book/35068/29620198.html
第四百七十二章 风云突变郭北县: https://www.xbiquge.bz/book/35068/29632642.html
第四百七十三章 极度魔界: https://www.xbiquge.bz/book/35068/29642398.html
第四百七十四章 诡异城隍庙: https://www.xbiquge.bz/book/35068/29655220.html
第四百七十五章 神职加身：夜游神！: https://www.xbiquge.bz/book/35068/29672871.html
第四百七十六章 丧心病狂的黑山老妖: https://www.xbiquge.bz/book/35068/29695693.html
第四百七十七章 我欲为天帝！: https://www.xbiquge.bz/book/35068/29709745.html
第四百七十八章 鬼潮: https://www.xbiquge.bz/book/35068/29723126.html
第四百七十九章 看破幻象与六尾妖猫: https://www.xbiquge.bz/book/35068/29758679.html
第四百八十章 斩杀树妖: https://www.xbiquge.bz/book/35068/29786174.html
第四百八十一章 都是贱人: https://www.xbiquge.bz/book/35068/29820306.html
第四百八十二章 炸毁祭坛，开搞！: https://www.xbiquge.bz/book/35068/29833652.html
第四百八十三章 灵山犹在，雷音无佛: https://www.xbiquge.bz/book/35068/29845688.html
第四百八十四章 突破，斩黑山！: https://www.xbiquge.bz/book/35068/29857838.html
第四百八十五章 猫妖好斩，白云难活: https://www.xbiquge.bz/book/35068/29866750.html
第四百八十六章 法宝品级、倚天仙剑！: https://www.xbiquge.bz/book/35068/29878072.html
第四百八十七章 实力大进，荣升判官: https://www.xbiquge.bz/book/35068/29888337.html
第四百八十八章 三个鬼差（为08a兄弟加更）: https://www.xbiquge.bz/book/35068/29899478.html
第四百八十九章 水莽鬼: https://www.xbiquge.bz/book/35068/29947072.html
第四百九十章 行使神权: https://www.xbiquge.bz/book/35068/29967367.html
第四百九十一章 可你们不珍惜啊！: https://www.xbiquge.bz/book/35068/29980166.html
第四百九十二章 森罗鬼域，龟山阴蛟: https://www.xbiquge.bz/book/35068/30000664.html
第四百九十三章 拜见城隍老爷: https://www.xbiquge.bz/book/35068/30035618.html
第四百九十四章 捆龙索: https://www.xbiquge.bz/book/35068/30055966.html
第四百九十五章 千佛不动，返回现实: https://www.xbiquge.bz/book/35068/30079505.html
第四百九十六章 封镇传承、龙息子弹: https://www.xbiquge.bz/book/35068/30108386.html
第四百九十七章 大千世界万妙法: https://www.xbiquge.bz/book/35068/30121657.html
第四百九十八 悲催的小鲜肉: https://www.xbiquge.bz/book/35068/30158396.html
第四百九十九章 达到了: https://www.xbiquge.bz/book/35068/30202614.html
第五百章 ‘剪不断理还乱’与‘下副本’: https://www.xbiquge.bz/book/35068/30249947.html
第五百零一章 扫荡BOSS，进入新世界: https://www.xbiquge.bz/book/35068/30299159.html
第五百零二章 从此以后，我做主: https://www.xbiquge.bz/book/35068/30328791.html
第五百零三章 收服‘九头蛇’: https://www.xbiquge.bz/book/35068/30340094.html
第五百零四章 目标‘卡玛泰姬’: https://www.xbiquge.bz/book/35068/30355260.html
第五百零五章 祸乱东京都，改变战争格局: https://www.xbiquge.bz/book/35068/30364331.html
第五百零六章 进入卡玛泰姬: https://www.xbiquge.bz/book/35068/30378933.html
第五百零七章 这也能叫武技？: https://www.xbiquge.bz/book/35068/30378934.html
第五百零八章 丢脸的是你骨子里的自卑: https://www.xbiquge.bz/book/35068/30399016.html
第五百零九章 武技无敌: https://www.xbiquge.bz/book/35068/30417857.html
第五百一十章 古一传法: https://www.xbiquge.bz/book/35068/30431685.html
第五百一十一章 法道艰难: https://www.xbiquge.bz/book/35068/30441361.html
第五百一十二章 复仇者，减一: https://www.xbiquge.bz/book/35068/30449081.html
第五百一十三章 古一的目的: https://www.xbiquge.bz/book/35068/30466111.html
第五百一十四章 你是不是在骂人？: https://www.xbiquge.bz/book/35068/30474268.html
第五百一十五章 镇守圣殿与瓦坎达的警告: https://www.xbiquge.bz/book/35068/30490528.html
第五百一十六章 房东，阿拉丁！: https://www.xbiquge.bz/book/35068/30499165.html
第五百一十七章 再谈就不止这个价码了: https://www.xbiquge.bz/book/35068/30510042.html
第五百一十八章 瓦坎达大战，先祖复活之夜: https://www.xbiquge.bz/book/35068/30518564.html
第五百一十九章 瓦坎达屈服，缔结条约: https://www.xbiquge.bz/book/35068/30530223.html
第五百二十章 ‘不平等条约’和古一的建议: https://www.xbiquge.bz/book/35068/30537361.html
第五百二十一章 对于‘心形草’幻象合理的利用: https://www.xbiquge.bz/book/35068/30545624.html
第五百二十二章 体测数据和灵魂转移（为‘书虫壹壹零号’兄弟加更）: https://www.xbiquge.bz/book/35068/30555795.html
第五百二十三章 我这是重生，还是穿越了？: https://www.xbiquge.bz/book/35068/30575136.html
第五百二十四章 亲手报仇才叫爽（为‘08a’兄弟加更！）: https://www.xbiquge.bz/book/35068/30588902.html
第五百二十五章 人前显圣: https://www.xbiquge.bz/book/35068/30597669.html
第五百二十六章 外敌入侵: https://www.xbiquge.bz/book/35068/30618846.html
第五百二十七章 擒贼擒王: https://www.xbiquge.bz/book/35068/30686302.html
第五百二十八章 不接受求和，只要胜利！: https://www.xbiquge.bz/book/35068/30704706.html
第五百二十九章 决战雁门关: https://www.xbiquge.bz/book/35068/30723340.html
第五百三十章 沙场破迷妄: https://www.xbiquge.bz/book/35068/30756207.html
第五百三十一章 欠债还钱，欠胳膊就还胳膊！: https://www.xbiquge.bz/book/35068/30764673.html
第五百三十二章 位面传送门: https://www.xbiquge.bz/book/35068/30780064.html
第五百三十三章 遭遇刺杀: https://www.xbiquge.bz/book/35068/30792510.html
第五百三十四章 夺取超级血清: https://www.xbiquge.bz/book/35068/30807552.html
第五百三十五章 双刀罗斯福: https://www.xbiquge.bz/book/35068/30852211.html
第五百三十六章 入股斯塔克: https://www.xbiquge.bz/book/35068/30883136.html
第五百三十七章 注射血清: https://www.xbiquge.bz/book/35068/30892211.html
第五百三十八章 寡姐：我觉得我还可以再抢救一下: https://www.xbiquge.bz/book/35068/30909457.html
第五百三十九章 寡姐沦陷与美队扬名: https://www.xbiquge.bz/book/35068/30940527.html
第五百四十章 计划顺利，冬兵诞生: https://www.xbiquge.bz/book/35068/30994718.html
第五百四十一章 再见红骷髅与未来计划: https://www.xbiquge.bz/book/35068/31029658.html
第五百四十二章 暴风小萝莉与失踪的天启: https://www.xbiquge.bz/book/35068/31039492.html
第五百四十三章 目标：征服！: https://www.xbiquge.bz/book/35068/31047993.html
第五百四十四章 位面入侵: https://www.xbiquge.bz/book/35068/31060034.html
第五百四十五章 天启复活: https://www.xbiquge.bz/book/35068/31066573.html
第五百四十六章 跟不上时代的天启: https://www.xbiquge.bz/book/35068/31076466.html
第五百四十七章 激斗少年凤凰女: https://www.xbiquge.bz/book/35068/31086629.html
第五百四十八章 战利品与杀备胎: https://www.xbiquge.bz/book/35068/31095329.html
第五百四十九章 再次注射变种因子: https://www.xbiquge.bz/book/35068/31108487.html
第五百五十章 朋友出事: https://www.xbiquge.bz/book/35068/31120038.html
第五百五十一章 嚣张的刘总: https://www.xbiquge.bz/book/35068/31153668.html
第五百五十二章 复联加速与进入新世界: https://www.xbiquge.bz/book/35068/31182986.html
第五百五十三章 碰瓷: https://www.xbiquge.bz/book/35068/31235057.html
第五百五十四章 享受生活，找点乐子: https://www.xbiquge.bz/book/35068/31248751.html
第五百五十五章 我说不打，你非让我打: https://www.xbiquge.bz/book/35068/31258482.html
第五百五十六章 为传武正名: https://www.xbiquge.bz/book/35068/31266647.html
第五百五十七章 终于来了: https://www.xbiquge.bz/book/35068/31276574.html
第五百五十八章 自带马赛克的外星人: https://www.xbiquge.bz/book/35068/31284276.html
第五百五十九章 合作愉快: https://www.xbiquge.bz/book/35068/31293485.html
第五百六十章 和平啥啊，开战吧！: https://www.xbiquge.bz/book/35068/31301003.html
第五百六十一章 败家娘们，振金飞船: https://www.xbiquge.bz/book/35068/31309660.html
第五百六十二章 开启星际之旅: https://www.xbiquge.bz/book/35068/31339007.html
第五百六十三章 我是来与你们建交的: https://www.xbiquge.bz/book/35068/31427390.html
第五百六十四章 手段齐出！: https://www.xbiquge.bz/book/35068/31470892.html
第五百六十五章 齐古达人最后的手段: https://www.xbiquge.bz/book/35068/31520360.html
第五百六十六章 活捉指挥官: https://www.xbiquge.bz/book/35068/31553114.html
第五百六十七章 建交之迷，基因战争: https://www.xbiquge.bz/book/35068/31593058.html
第五百六十八章 报应与回归（为‘书虫壹壹零号’兄弟加更！）: https://www.xbiquge.bz/book/35068/31623001.html
第五百六十九章 逛街购物与跳江的熟人: https://www.xbiquge.bz/book/35068/31638474.html
第五百七十章 我有雪茄你有故事吗？: https://www.xbiquge.bz/book/35068/31684956.html
第五百七十一章 功夫不会，练过抓猪: https://www.xbiquge.bz/book/35068/31707351.html
第五百七十二章 霸气的冯婉娴: https://www.xbiquge.bz/book/35068/31732688.html
第五百七十三章 集体失心疯（为‘终极帝皇侠lhx’兄弟加更）: https://www.xbiquge.bz/book/35068/31748706.html
第五百七十四章 系统临时任务: https://www.xbiquge.bz/book/35068/31758381.html
第五百七十五章 神之血脉之林中小屋: https://www.xbiquge.bz/book/35068/31816748.html
第五百七十六章 任务前的准备与分析: https://www.xbiquge.bz/book/35068/31847926.html
第五百七十七章 纹身师莱昂: https://www.xbiquge.bz/book/35068/31878596.html
第五百七十八章 纹身与任务开启: https://www.xbiquge.bz/book/35068/31888965.html
第五百七十九章 不适合我！（为‘书虫壹壹零号’兄弟加更！）: https://www.xbiquge.bz/book/35068/31898791.html
第五百八十章 放开那个女孩: https://www.xbiquge.bz/book/35068/31912697.html
第五百八十一章 发财大计（为‘08a’兄弟加更）: https://www.xbiquge.bz/book/35068/31935343.html
第五百八十二章 迈克与迈克尔: https://www.xbiquge.bz/book/35068/31943380.html
第五百八十三章 现在对我有信心了吗？: https://www.xbiquge.bz/book/35068/31950955.html
第五百八十四章 捞钱进行中: https://www.xbiquge.bz/book/35068/31972333.html
第五百八十五章 大新闻与要发了: https://www.xbiquge.bz/book/35068/31985551.html
第五百八十六章 赚了七个亿: https://www.xbiquge.bz/book/35068/31996047.html
第五百八十七章 一年时间: https://www.xbiquge.bz/book/35068/32009018.html
第五百八十八章 主角登场与见义勇为: https://www.xbiquge.bz/book/35068/32031211.html
第五百八十九章 道教至宝（为‘善灵月’兄弟万赏加更！）: https://www.xbiquge.bz/book/35068/32033945.html
第五百九十章 狐妖？狐仙！: https://www.xbiquge.bz/book/35068/32060024.html
第五百九十一章 末日真相: https://www.xbiquge.bz/book/35068/32067725.html
第五百九十二章 入侵者！: https://www.xbiquge.bz/book/35068/32079205.html
第五百九十三章 疯狂的应对办法: https://www.xbiquge.bz/book/35068/32095052.html
第五百九十四章 剧情开始: https://www.xbiquge.bz/book/35068/32104240.html
第五百九十五章 一定要拦住他！: https://www.xbiquge.bz/book/35068/32118391.html
第五百九十六章 让他去死好了！: https://www.xbiquge.bz/book/35068/32129883.html
第五百九十八章 勇敢者的游戏: https://www.xbiquge.bz/book/35068/32141898.html
第五百九十九章 末日倒计时: https://www.xbiquge.bz/book/35068/32150409.html
第六百章 当代天师的手段，杀！: https://www.xbiquge.bz/book/35068/32173055.html
第六百零一章 手段尽出，熟人见面: https://www.xbiquge.bz/book/35068/32181230.html
第六百零二章 颠覆认知，末日不可避免！: https://www.xbiquge.bz/book/35068/32188991.html
第六百零三章 宙斯之父，克洛诺斯: https://www.xbiquge.bz/book/35068/32198469.html
第六百零四章 老子要玩命了！: https://www.xbiquge.bz/book/35068/32217830.html
第六百零五章 天师斗神魔: https://www.xbiquge.bz/book/35068/32225450.html
第六百零六章 超额完成任务: https://www.xbiquge.bz/book/35068/32241567.html
第六百零七章 神魔出，天地覆: https://www.xbiquge.bz/book/35068/32261861.html
第六百零八章 第二阶段，DC世界（为‘终极帝皇侠lhx’兄弟加更！）: https://www.xbiquge.bz/book/35068/32264306.html
第六百零九章 有些事无法释怀: https://www.xbiquge.bz/book/35068/32285949.html
第六百一十章 如此亲戚！: https://www.xbiquge.bz/book/35068/32300919.html
第六百一十一章 ‘热闹’的年夜饭（为‘善灵月’兄弟加更）: https://www.xbiquge.bz/book/35068/32307129.html
第六百一十二章 进入新世界，劳工？: https://www.xbiquge.bz/book/35068/32314558.html
第六百一十三章 努瓦耶勒地狱！: https://www.xbiquge.bz/book/35068/32321976.html
